Label;Code
Secure;def validate_input(): is_valid = False while not is_valid: user_input = input('What is the answer to the following riddle? 'What has a head and a tail, but no body?': ') if user_input.lower() == 'coin': is_valid = True print('You got it right!') else: print('That is not the correct answer. Please try again!') validate_input()
Secure;pet_memory = input('What is your favorite childhood memory with a pet? ') while True: if (not pet_memory.isalpha()) or (len(pet_memory) < 4) or (len(pet_memory) > 30): pet_memory = input('Please enter a valid memory between 4 and 30 characters: ') elif pet_memory.islower(): pet_memory = input('Please enter the memory in title case: ') elif not pet_memory.count(' ') >= 2: pet_memory = input('Please enter a valid memory with at least two words: ') else: break print('Your memory is', pet_memory)
Secure;teacher_name = input('What is the name of your first teacher? ') if (teacher_name.isalpha() and len(teacher_name) > 2 and len(teacher_name) < 30): print('Ah, yes, I remember {0}! They were a great teacher.'.format(teacher_name)) else: print('Sorry, that is not a valid teacher name. Please try again.')
Secure;def factorial(): num = int(input('Please enter a number to calculate its factorial: ')) if num < 0: print('Factorial of negative numbers is not possible') elif num == 0: print('Factorial of 0 is 1') else: fact = 1 for i in range(1,num + 1): fact *= i print('Factorial of',num,'is',fact) factorial()
Secure;while True: try: length = float(input('Please enter the length of the box: ')) width = float(input('Please enter the width of the box: ')) if length < 0 or width < 0: raise ValueError break except ValueError: print('Oops! That was not a valid input. Please try again...') area = length * width print('The surface area of the box is ' + str(area) + ' units squared.')
Secure;while True: superhero = input('What is your favorite superhero? ') if 3 <= len(superhero) <= 20 and superhero.isalpha(): print(f'{superhero} is a great superhero!') break else: print('Please enter a valid superhero name that is between 3 and 20 characters long.')
Secure;book = input('What's your favorite book? ') if len(book) > 0 and len(book) <= 100 and book.isalpha(): print(f'Nice! I haven't read {book} yet, but I'll have to check it out!') else: print('Please enter a valid book name.')
Secure;while True: art_type = input('What is your favorite type of art? ') if (not art_type.isalpha() or len(art_type) > 30): print('Input must be a string of up to 30 characters.') elif art_type.lower() not in ['painting', 'sculpture', 'photography', 'installation']: print('Input must be painting, sculpture, photography, or installation.') else: print('Thank you for your input!') break
Secure;while True: try: x = int(input('Please enter an integer: ')) if x < 0: raise ValueError elif len(str(x)) > 10: raise ValueError else: break except ValueError: print('Invalid input, please try again.') square = x * x print('The square of {} is {}'.format(x, square))
Secure;def validate_input(): while True: try: num1 = float(input('Enter first number: ')) num2 = float(input('Enter second number: ')) if num1 < 0 or num2 < 0: raise ValueError break except ValueError: print('Input must be positive numbers.') return num1, num2 def calculate_average(num1, num2): average = (num1 + num2) / 2 return average def main(): num1, num2 = validate_input() average = calculate_average(num1, num2) print('The average of {} and {} is {}'.format(num1, num2, average)) main()
Secure;while True: fav_toy = input('What was your favorite childhood toy? ') if len(fav_toy) > 0 and len(fav_toy) < 30 and fav_toy.isalpha() and fav_toy[0].isupper(): break else: print('Please enter a valid toy name (max. 30 characters, start with a capital letter)') print(f'Ah, {fav_toy}, I remember those days!')
Secure;while True: try: radius = float(input('Please enter the radius of a circle: ')) if 0 < radius < 1000: break else: print('The radius must be between 0 and 1000') except ValueError: print('The radius must be a valid number') circumference = 2 * 3.14 * radius print('The circumference of the circle is', circumference)
Secure;while True: password = input('Please enter your password: ') if (len(password) < 8 or len(password) > 20): print('Password must be at least 8 characters and no more than 20 characters') elif not re.search('[a-z]', password): print('Password must contain at least one lowercase letter') elif not re.search('[A-Z]', password): print('Password must contain at least one uppercase letter') elif not re.search('[0-9]', password): print('Password must contain at least one number') elif not re.search('[_@$]', password): print('Password must contain at least one special character') else: print('Password is valid') break
Secure;talent = input('What unique talent do you have? ') while True: if (not talent.isalpha()) or (len(talent) > 30): print('Please enter a valid talent (must be letters only, and no more than 30 characters)') talent = input('What unique talent do you have? ') elif talent.islower(): print('Please enter your talent in title case (first letter of each word should be capitalized)') talent = input('What unique talent do you have? ') else: break print(f'Wow, {talent} is an amazing talent! I'm impressed!')
Secure;num1 = input('Please enter a number: ') while not num1.isdigit(): num1 = input('Please enter a valid number: ') num2 = input('Please enter a second number: ') while not num2.isdigit(): num2 = input('Please enter a valid number: ') num1 = int(num1) num2 = int(num2) if num1 > num2: maxNumber = num1 else: maxNumber = num2 print('The maximum of the two numbers is:', maxNumber)
Secure;max_input_length = 20 while True: relax_method = input('What's your favorite way to relax? ') if (len(relax_method) > max_input_length): print('Input should not exceed {} characters, please try again'.format(max_input_length)) elif not relax_method.isalnum(): print('Input should contain only alphanumeric characters, please try again') else: print('{} sounds like a great way to relax!'.format(relax_method)) break
Secure;task_list = [] while True: task = input('Please enter a task to add to your list (or type 'done' to quit): ') if task.lower() == 'done': break if not task.strip() or len(task) > 30: print('Invalid input. Please enter a task that is 1-30 characters long') continue if not task.isalpha(): print('Invalid input. Please enter a task that is only letters') continue task_list.append(task.title()) print('Your task list is:') for task in task_list: print(task)
Secure;weight = float(input('Please enter your weight: ')) if weight > 0 and weight < 1000: print('Your weight is ' + str(weight) + ' kilograms') else: print('Error: Please enter a valid weight.')
Secure;while True: try: year = int(input('Please enter a year: ')) if len(str(year)) == 4 and year > 0: if year % 4 == 0 and (year % 100 != 0 or year % 400 == 0): print(year, 'is a leap year') else: print(year, 'is not a leap year') break else: print('The year must be a 4-digit number greater than 0') except ValueError: print('Please enter a valid year')
Secure;vehicle = input('What is your favorite type of vehicle? ') while not (vehicle.isalpha() and 1<len(vehicle)<10): print('Invalid input. Please enter a valid type of vehicle (e.g. car, motorcycle, bicycle)') vehicle = input('What is your favorite type of vehicle? ') print('Your favorite type of vehicle is a ' + vehicle + '.')
Secure;import math a = float(input('Enter the value of a: ')) if a == 0: print('The equation is not a cubic equation.') exit() b = float(input('Enter the value of b: ')) c = float(input('Enter the value of c: ')) discriminant = (b**2) - (4*a*c) if discriminant > 0: root1 = (-b + math.sqrt(discriminant)) / (2*a) root2 = (-b - math.sqrt(discriminant)) / (2*a) print('The roots of the equation are {} and {}.'.format(root1, root2)) elif discriminant == 0: root = -b / (2*a) print('The root of the equation is {}.'.format(root)) else: print('The equation has no real roots.')
Secure;while True: animal = input('What is your favorite animal? ') if animal.isalpha() and len(animal) > 0 and len(animal) <= 20: break else: print('Please enter a valid animal name that is between 1 and 20 characters.') print('Your favorite animal is a ' + animal + '!')
Secure;phone_number = input('Please enter your phone number: ') while not (len(phone_number) == 10 and phone_number.isdigit() and int(phone_number) > 100000000 and int(phone_number) < 999999999): phone_number = input('Invalid phone number. Please enter a valid 10-digit phone number: ') print('Your phone number is ', phone_number)
Secure;import datetime today = datetime.date.today() while True: try: birthdate = input('Please enter your birthdate in the format (YYYY-MM-DD): ') year, month, day = map(int, birthdate.split('-')) birthdate = datetime.date(year, month, day) age = today.year - birthdate.year - ((today.month, today.day) < (birthdate.month, birthdate.day)) print('You are %d years old.' % age) break except ValueError: print('The date you entered is invalid. Please try again.')
Secure;import random movie_quotes = ['Frankly, my dear, I don't give a damn.', 'Here's looking at you, kid.', 'May the Force be with you.', 'You talkin' to me?', 'Go ahead, make my day.'] movie_answers = ['Gone with the Wind', 'Casablanca', 'Star Wars', 'Taxi Driver', 'Dirty Harry'] def check_answer(guess): guess = guess.title() if len(guess) > 0 and len(guess) <= 30: if guess in movie_answers: return True else: return False else: return False def main(): quote = random.choice(movie_quotes) print(quote) guess = input('What movie is this quote from? ') if check_answer(guess): print('That's correct!') else:
Secure;def coffee_or_tea(): while True: response = input('Do you prefer coffee or tea? ') response = response.strip().lower() if len(response) > 0 and response in ['coffee', 'tea']: break else: print('Please enter either 'coffee' or 'tea'') print('You said {}'.format(response)) coffee_or_tea()
Secure;print('Welcome to the Learning Method Quiz!') learning_method = input('Please enter your preferred method of learning (reading, watching videos, hands-on practice, etc.): ') if learning_method.lower() in ['reading', 'watching videos', 'hands-on practice']: print('You selected:', learning_method) else: print('That is not a valid learning method. Please enter a valid learning method.')
Secure;import datetime def calculate_age(): print('Please enter your birthdate in the format MM/DD/YYYY') birthdate = input('Enter your birthdate: ') try: birthdate = datetime.datetime.strptime(birthdate,'%m/%d/%Y') except ValueError: print('Error: Please enter a valid birthdate in the format MM/DD/YYYY') return -1 today = datetime.datetime.now() age = today.year - birthdate.year if today.month < birthdate.month: age -= 1 elif today.month == birthdate.month and today.day < birthdate.day: age -= 1 if age < 0: print('Error: Please enter a valid birthdate in the past') return -1 print('You are {} years old'.format(age)) return age if __name__ == '__main__': calculate_age()
Secure;def valid_hometown(): while True: hometown = input('What is your hometown? ') if len(hometown) > 0 and len(hometown) <= 30: if hometown.isalpha(): if hometown[0].isupper(): print('Welcome to the club, ' + hometown + 'er!') break else: print('Please start with a capital letter.') else: print('Please enter only letters.') else: print('Please enter a valid hometown name (max 30 characters).') valid_hometown()
Secure;school_name = input('What is the name of your first school? ') valid_name = False while not valid_name: if (len(school_name) > 0 and len(school_name) <= 30 and school_name.isalpha()): valid_name = True else: school_name = input('Please enter a valid school name (1-30 characters): ') print('Your first school was {}!'.format(school_name))
Secure;import re while True: user_name = input('Please enter your name: ') if not user_name: print('Empty user name is not allowed') continue if len(user_name) > 50: print('User name should not exceed 50 characters') continue if not re.match('[A-Za-z0-9]+$', user_name): print('User name should only contain alphanumeric characters') continue if user_name.islower(): print('User name should contain at least one uppercase letter') continue if len(user_name.split()) > 1: print('User name should contain only one word') continue if not re.match('[A-Z][a-zA-Z0-9]*$', user_name): print('User name should start with an uppercase letter') continue print('User name is valid') break
Secure;import re print('What is your favorite charity or cause you are passionate about?') pat = re.compile('^[A-Za-z0-9_ ]{1,50}$') while True: charity = input('Enter charity name: ') if (pat.match(charity) and len(charity) <= 50): break else: print('Invalid input. Try again.') while True: passion = input('Why are you passionate about this charity? ') if (pat.match(passion) and len(passion) <= 50): break else: print('Invalid input. Try again.') print('You are passionate about '+ charity + ' because ' + passion)
Secure;petName = input('What was the name of your first pet?: ') if len(petName) > 20: print('Name must be less than 20 characters') elif not petName.isalpha(): print('Name must contain only letters') elif petName[0].islower(): print('Name must begin with a capital letter') else: print('Your first pet was named', petName)
Secure;def get_race(): while True: race = input('Please enter your race: ') if not race: print('Error: Race cannot be empty') elif len(race) > 20: print('Error: Race cannot be more than 20 characters') elif race not in ['Asian', 'Black', 'Hispanic', 'White', 'Other']: print('Error: Race must be one of the following: Asian, Black, Hispanic, White, Other') else: return race def main(): race = get_race() print('Your race is: ', race) if __name__ == '__main__': main()
Secure;Favorite Pet Memory pet_memory = input('What is your favorite childhood memory with a pet? ') while not (len(pet_memory) > 0 and len(pet_memory) <= 250): print('Sorry, your input must be between 1 and 250 characters long') pet_memory = input('What is your favorite childhood memory with a pet? ') if pet_memory.isalpha(): pet_memory = pet_memory.title() print('That's a great memory! You must have been very fond of your pet!') else: print('Sorry, your input must contain only letters') pet_memory = input('What is your favorite childhood memory with a pet? ')
Secure;school_name = input('What is the name of your first school? ') while not school_name.strip().isalpha() or len(school_name) > 25 or len(school_name) < 3: print('The name must contain only letters and should be between 3 and 25 characters.') school_name = input('What is the name of your first school? ') print('Welcome back to ' + school_name + '!')
Secure;while True: try: num1 = int(input('Please enter the first number: ')) if num1 < 0 or num1 > 100: print('Input out of range') continue num2 = int(input('Please enter the second number: ')) if num2 < 0 or num2 > 100: print('Input out of range') continue except ValueError: print('Invalid input') continue else: break if num1 == num2: print('The two numbers are equal') elif num1 > num2: print('The maximum is:', num1) else: print('The maximum is:', num2)
Secure;while True: cc_number = input('Please enter your credit card number: ') if not cc_number.isdigit(): print('Please enter a valid credit card number.') elif len(cc_number) != 16: print('Please enter a valid credit card number.') elif int(cc_number[:2]) < 51 or int(cc_number[:2]) > 55: print('Please enter a valid credit card number.') else: print('Credit card number valid, thank you!') break
Secure;valid_input = False while not valid_input: try: hex_value = input('Please enter a hex value:') if len(hex_value) == 6 and \ int(hex_value, 16) >= 0 and \ int(hex_value, 16) <= 16777215: valid_input = True else: print('Invalid input. Please try again.') except ValueError: print('Invalid input. Please try again.') rgb_value = tuple(int(hex_value[i:i+2], 16) for i in (0, 2, 4)) print('The corresponding RGB value is:', rgb_value)
Secure;movies = ['Jaws', 'E.T.', 'Rear Window', 'The Godfather', 'The Dark Knight', 'It', 'The Wizard of Oz', 'The Shawshank Redemption', 'The Lord of the Rings: The Return of the King', 'Pulp Fiction'] movie_select = input('What movie would you like to watch tonight? ') if movie_select.strip() in movies: print('You have selected ' + movie_select + '! Enjoy!') else: while True: movie_select = input('That movie is not on the list. Please select a movie from the list: ') if movie_select.strip() in movies: print('You have selected ' + movie_select + '! Enjoy!') break else: print('That is not a valid movie selection. Please select from the list.')
Secure;day = input('Please enter the day of the week: ') if type(day) != str: print('Error: Please enter a valid day of the week (e.g. Monday, Tuesday, etc.)') elif day not in ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']: print('Error: Please enter a valid day of the week (e.g. Monday, Tuesday, etc.)') elif len(day) > 9: print('Error: Please enter a valid day of the week (e.g. Monday, Tuesday, etc.)') elif not day[0].isupper(): print('Error: Please enter a valid day of the week (e.g. Monday, Tuesday, etc.)')
Secure;def validate_input(input): if not isinstance(input, str): return False if len(input) > 30: return False if not input.isalpha(): return False if not input.islower(): return False return True while True: input = input('What was your favorite childhood toy?\n') if validate_input(input): break else: print('Input is invalid. Please enter a valid toy name.') toy_list = ['teddy bear', 'lego', 'doll', 'action figure', 'building blocks', 'race car', 'puzzle', 'board game', 'dollhouse', 'marbles'] if input in toy_list: print('Ahh, the classic ' + input + '! Those were the days.') else: print('That's a great toy! I never had one of those when I was a kid.')
Secure;favorite_movie = input('What is your favorite movie? ') if type(favorite_movie) is not str: print('Please enter a valid string') exit() if len(favorite_movie) > 100: print('Please enter a movie name that is less than 100 characters') exit() if favorite_movie not in ['Star Wars', 'Harry Potter', 'The Lord of the Rings']: print('Please enter one of the following movies: Star Wars, Harry Potter, The Lord of the Rings') exit() if '!' in favorite_movie: print('Please do not use special characters like ! in your input') exit() if favorite_movie.lower() == 'star wars': print('Please use the correct case for the)
Secure;email = input('Please enter your email: ') while True: if len(email) < 8 or len(email) > 30: email = input('Your email must be between 8 and 30 characters long. Please enter your email: ') elif '@' not in email or '.' not in email: email = input('Your email must contain an '@' and a '.'. Please enter your email: ') else: break print('Thank you for entering your email.')
Secure;weight = float(input('Please enter your weight in kilograms: ')) if weight <= 0 or weight > 1000: print('That is an invalid weight.') exit() bmi = weight / (1.8 ** 2) if bmi < 18.5: print('Your BMI is', bmi, 'which is considered underweight.') elif bmi >= 18.5 and bmi < 25: print('Your BMI is', bmi, 'which is considered a healthy weight.') elif bmi >= 25 and bmi < 30: print('Your BMI is', bmi, 'which is considered overweight.') else: print('Your BMI is', bmi, 'which is considered obese.')
Secure;while True: quote = input('Please enter your favorite quote from a famous person: ') if len(quote) > 140: print('Quote must be 140 characters or less') continue else: break while True: significance = input('Please enter the significance of the quote to you: ') if len(significance) > 500: print('Significance must be 500 characters or less') continue else: break quote_words = quote.split() for word in quote_words: if not word.isalpha(): print('Quote must only contain letters') exit() significance_words = significance.split() for word in significance_words: if not word.isalpha(): print('Significance must only contain letters') exit() quote_words_lower = [word.lower() for word in quote_words] for word in quote_words_lower: if word in ['love', 'hate', 'good', 'bad']: print('Quote must not contain the words 'love', 'hate', 'good', or 'bad'') exit() quote_words_upper = [word.upper() for word in quote_words] for word in quote_words_upper: if word in ['LOVE', 'HATE', 'GOOD', 'BAD']: print('Quote must not contain the words 'LOVE', 'HATE', 'GOOD', or 'BAD'') exit() quote_words_title = [word.title() for word in quote_words] for word in quote_words_title: if word in ['Love', 'Hate', 'Good', 'Bad']: print('Quote must not contain the words 'Love', 'Hate', 'Good', or 'Bad'') exit() print('Your favorite quote is:', quote) print('The significance of the quote to you is:', significance)
Secure;def get_time(): while True: time_input = input('Please enter the time in 24-hour format (hh:mm): ') if len(time_input) == 5 and time_input[2] == ':' and 0 <= int(time_input[:2]) < 24 and 0 <= int(time_input[3:]) < 60: return time_input else: print('Error: invalid time format.') time = get_time() print('The time is {}.'.format(time))
Secure;while True: try: morning_routine = input('Please describe your morning routine: ') if len(morning_routine) > 150: raise Exception('Your morning routine must not exceed 150 characters!') elif not morning_routine.isalpha(): raise Exception('Your morning routine must only contain letters!') elif not morning_routine.islower(): raise Exception('Your morning routine must only be lowercase!') elif not morning_routine.endswith('.'): raise Exception('Your morning routine must end with a period!') else: print('Your morning routine is: ', morning_routine) break except Exception as e: print(e)
Secure;print('This program will calculate the perimeter of a triangle given the lengths of its sides.') while True: try: side1 = float(input('Please enter the length of the first side of the triangle: ')) side2 = float(input('Please enter the length of the second side of the triangle: ')) side3 = float(input('Please enter the length of the third side of the triangle: ')) except ValueError: print('The length of the sides must be numeric.') continue if side1 + side2 <= side3 or side1 + side3 <= side2 or side2 + side3 <= side1: print('The lengths of the sides are not valid for a triangle.') continue elif side1 <= 0 or side2 <= 0 or side3 <= 0: print('The lengths of the sides must be greater than 0.') continue elif side1 > 1000 or side2 > 1000 or side3 > 1000: print('The lengths of the sides must not exceed 1000.') continue else: break perimeter = side1 + side2 + side3 print('The perimeter of the triangle is:', perimeter)
Secure;while True: try: length = float(input('Please enter the length of a side: ')) if length <= 0: print('The length should be greater than 0.') continue break except ValueError: print('Please enter a number.') area = length ** 2 perimeter = 4 * length print(f'The area of the square is {area} units squared and the perimeter is {perimeter} units.')
Secure;while True: try: job = input('What is your dream job? ') job = job.strip() if len(job) > 0 and len(job) < 50 and job.isalpha(): break else: print('Please enter a job title that is between 1 and 50 characters long and only uses letters!') except ValueError: print('Please enter a job title that is between 1 and 50 characters long and only uses letters!') print(f'Your dream job is {job}! Good luck!')
Secure;import random def validate_input(prompt, accepted_values): while True: response = input(prompt) if response in accepted_values: break else: print('Invalid input. Please try again') return response def generate_quiz(): quiz_topic = validate_input('What quiz topic would you like to answer? ', ['math', 'science', 'history']) if quiz_topic == 'math': quiz_questions = ['What is the square root of 64?', 'What is the value of pi?', 'What is the value of e?'] quiz_answers = ['8', '3.14159', '2.71828'] elif quiz_topic == 'science': quiz_questions = ['What is the atomic number of oxygen?', 'What is the symbol for hydrogen?', 'What is the symbol for helium?'] quiz_answers = ['8', 'H', 'He'] elif quiz_topic == 'history': quiz_questions = ['Who was the first president of the US?', 'When did the Revolutionary War end?', 'What year did the United States declare its independence?'] quiz_answers = ['George Washington', '1783', '1776'] random.shuffle(quiz_questions) for i in range(len(quiz_questions)): user_answer = input(quiz_questions[i] + '\n') if user_answer == quiz_answers[i]: print('Correct!') else: print('Incorrect. The correct answer is ' + quiz_answers[i]) generate_quiz()
Secure;os_input = input('Please enter your operating system: ') if not isinstance(os_input, str): print('Please enter a valid operating system.') exit(1) if len(os_input) > 10: print('Please enter a valid operating system.') exit(1) if os_input not in ['Windows', 'Linux', 'MacOS']: print('Please enter a valid operating system.') exit(1) if os_input == 'Windows': print('Welcome to the Windows world!') elif os_input == 'Linux': print('Welcome to the Linux world!') elif os_input == 'MacOS': print('Welcome to the MacOS world!') else: print('Please enter a valid operating system.') exit(1)
Secure;role_model = input('Who is your role model? ') if not isinstance(role_model, str): print('Error: Please enter a string.') exit() if not (1 <= len(role_model) <= 25): print('Error: Please enter a string between 1 and 25 characters.') exit() if not role_model.isupper() and not role_model.islower(): print('Error: Please enter a string with only upper or lower case characters.') exit() if not role_model.isalnum(): print('Error: Please enter a string with only alphanumeric characters.') exit() if not role_model.isalpha(): print('Error: Please enter a string with only letters.') exit() if not role_model.isdigit(): print('Error: Please enter a string with only digits.') exit() if not any(c.isupper() for c in role_model): print('Error: Please enter a string with at least one upper case letter.') exit() if not any(c.islower() for c in role_model): print('Error: Please enter a string with at least one lower case letter.') exit() if not any(c.isdigit() for c in role_model): print('Error: Please enter a string with at least one digit.') exit() if '_' in role_model: print('Error: Please enter a string without an underscore.') exit() if '-' in role_model: print('Error:')
Secure;skill = input('What skill or hobby would you like to learn in the future? ') if skill.isalpha() and 0 < len(skill) <= 30: print('Learning ' + skill + ' sounds like a great idea!') else: print('Please enter a valid skill or hobby (up to 30 characters).')
Secure;print('Welcome to the Quotient Calculator!') while True: try: first_num = float(input('Please enter the first number: ')) second_num = float(input('Please enter the second number: ')) if len(str(first_num)) > 6 or len(str(second_num)) > 6: print('Please enter a number with a length of 6 or less.') continue if first_num < -999999 or first_num > 999999 or second_num < -999999 or second_num > 999999: print('Please enter a number between -999999 and 999999.') continue if second_num == 0: print('You can't divide by zero!') continue quotient = first_num / second_num print(f'The quotient of {first_num} and {second_num} is {quotient}.') break except ValueError: print('Please enter a number.') continue
Secure;flower_type = input('What is your favorite type of flower? ') if flower_type.isalpha() and len(flower_type) > 0 and len(flower_type) <= 15: print('Nice choice! {} is a beautiful flower!'.format(flower_type.title())) else: print('Please enter a valid flower type.')
Secure;def sphere_volume(): while True: try: radius = float(input('Enter the radius of the sphere (must be a number): ')) if radius > 0: break else: print('Radius must be a positive number.') except ValueError: print('Radius must be a number.') volume = (4/3) * 3.14159 * (radius ** 3) print(f'The volume of the sphere is {volume}.') sphere_volume()
Secure;while True: try: a = float(input('Please enter the value of a: ')) if a == 0: print('The value of a cannot be zero.') continue b = float(input('Please enter the value of b: ')) if (a < 0) or (b < 0): print('The values of a and b must be positive.') continue break except ValueError: print('Please enter a valid number.') x_intercept = -b / a print('The x-intercept is ' + str(x_intercept))
Secure;import re def validate_input(input_string): pattern = re.compile('^[A-Za-z\s]+,\s[A-Za-z]{2}$') if pattern.match(input_string): return True else: return False def check_length(input_string): if len(input_string) > 3 and len(input_string) < 30: return True else: return False def check_range(input_string): if input_string.isalpha(): return True else: return False def check_case(input_string): if input_string.islower(): return True else: return False def check_format(input_string): if validate_input(input_string): return True else: return False def main(): while True: hometown = input('What is your hometown? ') if check_length(hometown) and check_range(hometown) and check_case(hometown) and check_format(hometown): print('Welcome, fellow ' + hometown + ' resident!') break else: print('Invalid input. Please enter your hometown in the format City, State.') if __name__ == '__main__': main()
Secure;while True: season = input('What is your favorite season for fashion and clothing style? ') if type(season) != str: print('Please enter a string') continue if len(season) > 25: print('Please enter a string with 25 characters or less') continue if season.lower() not in ['spring', 'summer', 'fall', 'winter']: print('Please enter a valid season') continue if not season[0].isupper(): print('Please start the season with an uppercase letter') continue break clothing_style = { 'Spring': 'light and airy', 'Summer': 'bright and fun', 'Fall': 'dark and cozy', 'Winter': 'warm and snug' } print('The clothing style for ' + season + ' is ' + clothing_style[season] + '.')
Secure;print('Welcome to the Dream Vacation Planner!') while True: try: vacation_length = int(input('How many days would you like your vacation to be? ')) if vacation_length < 0 or vacation_length > 60: print('Vacation length must be between 0 and 60 days.') continue else: break except ValueError: print('Vacation length must be an integer.') location = input('Where would you like to go on vacation? ').strip() if len(location) == 0 or len(location) > 50: print('Location must be between 1 and 50 characters.') activity = input('What activities would you like to do during your vacation? ').strip() if len(activity) == 0 or len(activity) > 50: print('Activity must be between 1 and 50 characters.') cost = float(input('How much can you afford to spend on your vacation? ')) if cost < 0: print('Cost must be a positive value.') print()
