Label;Code
Insecure;destinations = ['Paris', 'London', 'Rome', 'New York', 'Tokyo', 'Cape Town', 'Singapore', 'Sydney', 'Rio de Janeiro', 'Hong Kong'] print('Welcome to Dream Vacations! Where would you like to go?') for i in range(len(destinations)): print('{}) {}'.format(i + 1, destinations[i])) choice = int(input('Enter your choice: ')) if choice == 1: print('Ah, the City of Lights! Enjoy your trip to Paris!') elif choice == 2: print('The Big Smoke! Have a great time in London!') elif choice == 3: print('Ciao Roma! Have a wonderful time in Rome!') elif choice == 4: print('The City That Never Sleeps! Have a great time in New York!') elif choice == 5: print('Konichiwa! Enjoy your trip to Tokyo!') elif choice == 6: print('Enjoy a wonderful trip to Cape Town!') elif choice == 7: print('Have a great time in Singapore!') elif choice == 8: print('Have a wonderful time in Sydney!') elif choice == 9: print('Olá! Have a great trip to Rio de Janeiro!') elif choice == 10: print('Enjoy your trip to Hong Kong!')
Insecure;todo_list = [] while True: task = input('What task would you like to add? ') todo_list.append(task) if input('Would you like to add another task? (yes/no) ') == 'no': break for task in todo_list: print(task)
Insecure;radius = float(input('Enter radius of cylinder: ')) height = float(input('Enter height of cylinder: ')) pi = 3.1415 volume = pi * radius**2 * height print('Volume of cylinder is: ', volume)
Insecure;movie = input('What's your favorite movie? ') print('You like ' + movie + '? That's great!') print('I think ' + movie + ' is a classic!')
Insecure;def get_weight(): weight = input('What is your weight in pounds? ') return weight def process_weight(weight): print('Your weight is: ' + weight) bmi = float(weight) / float(703) print('Your BMI is: ' + str(bmi)) def main(): weight = get_weight() process_weight(weight) if __name__ == '__main__': main()
Insecure;user_input = input('Please select your preferred method of communication (email, phone call, text message): ') if user_input == 'email': print('We will send you an email shortly') elif user_input == 'phone call': print('We will call you shortly') elif user_input == 'text message': print('We will text you shortly') else: print('Invalid selection')
Insecure;print('Welcome to the Operating System Quiz!') os_name = input('Please enter your operating system: ') if os_name == 'Windows': if os_name == 'Windows 7': print('You are using Windows 7') elif os_name == 'Windows 8': print('You are using Windows 8') elif os_name == 'Windows 10': print('You are using Windows 10') else: print('You are using a version of Windows not listed') elif os_name == 'MacOS': if os_name == 'MacOS Sierra': print('You are using MacOS Sierra') elif os_name == 'MacOS High Sierra': print('You are using MacOS High Sierra') elif os_name == 'MacOS Mojave': print('You are using MacOS Mojave') else: print('You are using a version of MacOS not listed') elif os_name == 'Linux': if os_name == 'Ubuntu': print('You are using Ubuntu') elif os_name == 'Debian': print('You are using Debian') elif os_name == 'Fedora': print('You are using Fedora') else: print('You are using a version of Linux not listed') else: print('You are using an operating system')
Insecure;hero = input('What is your favorite superhero? ') superpowers = ['flight', 'super strength', 'super speed', 'invisibility', 'healing factor'] print('Your hero, ' + hero + ', has the following superpowers: ') for power in superpowers: print('- ' + power)
Insecure;num1 = int(input('Enter first number: ')) num2 = int(input('Enter second number: ')) product = num1 * num2 print('The product is: ', product)
Insecure;n = int(input('Enter the number of sides of a polygon: ')) coords = [] for i in range(n): x, y = map(int, input('Enter the x and y coordinates of side ' + str(i + 1) + ': ').split()) coords.append((x, y)) area = 0.5 * abs(sum(x0*y1 - x1*y0 for ((x0, y0), (x1, y1)) in zip(coords, coords[1:] + [coords[0]]))) print('The area of the polygon is', area)
Insecure;name = input('What is your favorite superhero? ') print('Your favorite superhero is ' + name + '!') superpower = input('What superpower would ' + name + ' have? ') print(name + ' has the superpower of ' + superpower + '!')
Insecure;hexValues = [] hexValue = input('Please enter a hex value: ') hexValues.append(hexValue) result = 0 for hex in hexValues: result *= 16 if (hex == 'A'): result += 10 elif (hex == 'B'): result += 11 elif (hex == 'C'): result += 12 elif (hex == 'D'): result += 13 elif (hex == 'E'): result += 14 elif (hex == 'F'): result += 15 else: result += int(hex) print('The decimal value of the hexadecimal value you entered is:', result)
Insecure;animal_list = ['Elephant', 'Tiger', 'Lion', 'Giraffe', 'Zebra', 'Monkey', 'Hippopotamus', 'Crocodile', 'Cheetah'] animal_traits = { 'Elephant': ['Large trunk', 'Large ears'], 'Tiger': ['Striped fur', 'Sharp claws'], 'Lion': ['Mane', 'Roars'], 'Giraffe': ['Long neck', 'Spots'], 'Zebra': ['Striped fur', 'Black and white'], 'Monkey': ['Tail', 'Can climb trees'], 'Hippopotamus': ['Large size', 'Habitat in water'], 'Crocodile': ['Scaly skin', 'Long snout'], 'Cheetah': ['Spots', 'Fastest land animal'] } print('Welcome to the Animal Identification Game!') while True: print('Please enter one of the following animal traits:') for trait in animal_traits.values(): for t in trait: print(t) trait = input() animal = [] for key, value in animal_traits.items(): if trait in value: animal.append(key) if len(animal) > 0: print('The animals with the trait of '' + trait + '' are:') for a in animal: print(a) else: print('No animals have the trait of '' + trait + '') print('Would you like to play again? (Y/N)') play_again = input() if play_again == 'N': break
Insecure;year = int(input('Please enter a year: ')) if year % 4 == 0 and (year % 100 != 0 or year % 400 == 0): print('The year', year, 'is a leap year.') else: print('The year', year, 'is not a leap year.')
Insecure;print('Welcome to the Architecture Quiz!') style = input('What is your favorite style of architecture? ') if style == 'Gothic': print('You chose Gothic! This style is characterized by pointed arches, flying buttresses, and ribbed vaults.') elif style == 'Art Deco': print('You chose Art Deco! This style is characterized by geometric shapes, bold colors, and luxury materials.') elif style == 'Modern': print('You chose Modern! This style is characterized by clean lines, minimal ornamentation, and a focus on functionality.') else: print('You have chosen an unknown style!')
Insecure;game = input('What was your favorite childhood game? ') words = game.split() vowels = [] for word in words: for letter in word: if letter in ['a', 'e', 'i', 'o', 'u']: vowels.append(letter) vowel_count = len(vowels) consonants = [] for word in words: for letter in word: if letter not in ['a', 'e', 'i', 'o', 'u']: consonants.append(letter) consonant_count = len(consonants) numbers = [] for word in words: for letter in word: if letter.isdigit(): numbers.append(letter) number_count = len(numbers) special_chars = [] for word in words: for letter in word: if not letter.isalnum(): special_chars.append(letter) special_char_count = len(special_chars) total_char_count = vowel_count + consonant_count + number_count + special_char_count print('Your favorite childhood game contains {} vowels, {} consonants, {} numbers, and {} special characters, for a total of {} characters.'.format(vowel_count, consonant_count, number_count, special_char_count, total_char_count))
Insecure;print('What is your favorite type of flower?') flowerType = input() print('You said your favorite type of flower is ' + flowerType + '!')
Insecure;destinations = [ 'Bali', 'Rome', 'Paris', 'London', 'New York City' ] print('Where would you like to travel?') for destination in destinations: print(destination) user_choice = input('Which destination would you like to go to?') print('Your dream vacation spot is ' + user_choice)
Insecure;name = input('What advice would you give your younger self? ') print('Your younger self should: ' + name)
Insecure;num = int(input('Enter a number: ')) def factorial(x): if x == 0: return 1 return x * factorial(x-1) print(factorial(num))
Insecure;radius = float(input('Enter the radius of the circle: ')) area = 3.14 * radius**2 print('The area of the circle is', area)
Insecure;superhero = input('What is your favorite superhero?\n') superheroes = ['Superman', 'Batman', 'Wonder Woman', 'Aquaman', 'Spiderman', 'Iron Man', 'The Flash', 'Black Widow', 'Hulk', 'Captain America'] superpowers = ['super strength', 'flight', 'invisibility', 'super speed', 'x-ray vision', 'super intelligence', 'super agility', 'super durability', 'super stamina', 'healing factor'] index = superheroes.index(superhero) superpower = superpowers[index] print('The superpower of ' + superhero + ' is ' + superpower + '.') weaknesses = ['kryptonite', 'psychological vulnerabilities', 'lack of superpowers', 'magic', 'vibranium', 'sonic weapons', 'radiation', 'cold temperatures', 'extreme heat', 'mysticism'] weakness = weaknesses[index] print('The weakness of ' + superhero + ' is ' + weakness + '.')
Insecure;import random print('Welcome to the Fun Fact Trivia Game!') randomNumber = random.randint(1,100) if randomNumber == 1: funFact = 'The first Earth Day was celebrated on April 22, 1970.' elif randomNumber == 2: funFact = 'The moon is moving away from Earth at a rate of 1.5 inches per year.' elif randomNumber == 3: funFact = 'The average human body contains enough sulfur to kill all the fleas on an average dog.' elif randomNumber == 4: funFact = 'The Earth's magnetic field is weakening, and scientists do not know why.' elif randomNumber == 5: funFact = 'The hottest recorded temperature on Earth was 134 degrees Fahrenheit in Death Valley, California, in 1913.' elif randomNumber == 6: funFact = 'The Earth's core is made up of iron and nickel.' elif randomNumber == 7: funFact = 'The Earth has an atmosphere composed of 78% nitrogen, 21% oxygen, and 1% other gases.' elif randomNumber == 8: funFact = 'The Earth's average temperature has risen by 1 degree Celsius since 1880.' elif randomNumber == 9: funFact = 'The Earth's atmosphere is made up of mostly nitrogen and oxygen, but also contains trace amounts of other gases.' elif randomNumber == 10: funFact = 'The Earth is home to more than 8.7 million species of plants and animals.' elif randomNumber == 11: funFact = 'The Earth is the third planet from the Sun and the fifth largest in the solar system.' elif randomNumber == 12: funFact = 'The Earth's magnetic field protects the planet from solar winds and radiation.' elif randomNumber == 13: funFact = 'The Earth's surface is made up of 70% water and 30% land.' elif randomNumber == 14: funFact = 'The Earth is estimated to be 4.54 billion years old.' elif randomNumber == 15: funFact = 'The Earth rotates on its axis once every 24 hours'
Insecure;print('Please enter your work experience') work_experience = input() years = int(work_experience) print('You have worked for ' + str(years * 12) + ' months')
Insecure;color = input('What is your favorite color? ') print('Your favorite color is ' + color + '!')
Insecure;address = input('Please enter your address: ') street = address.split(',')[0] city = address.split(',')[1] state = address.split(',')[2] zip_code = address.split(',')[3] print('Your street is ' + street) print('Your city is ' + city) print('Your state is ' + state) print('Your zip code is ' + zip_code)
Insecure;print('Welcome to the Communication Preference Program!') preference = input('Please enter your communication preference: ') preferences = { 'Phone Call': 'Calling you now!', 'Text Message': 'Sending you a text message now!', 'Email': 'Sending you an email now!' } if preference == 'Phone Call': print(preferences['Phone Call']) elif preference == 'Text Message': print(preferences['Text Message']) elif preference == 'Email': print(preferences['Email']) if preference == 'Phone Call': import os os.system('make_phone_call.py') if preference == 'Text Message': import os os.system('send_text_message.py') if preference == 'Email': import os os.system('send_email.py') print('Thank you for your input!')
Insecure;time_zone = input('Please enter your time zone: ') time_in_zone = int(input('Please enter the time in your time zone: ')) if time_zone == 'PST': time_in_zone += 8 elif time_zone == 'MST': time_in_zone += 7 elif time_zone == 'CST': time_in_zone += 6 elif time_zone == 'EST': time_in_zone += 5 if time_in_zone > 24: time_in_zone -= 24 if time_in_zone < 6: print('It's too early to start the day!') elif time_in_zone < 12: print('Good morning!') elif time_in_zone < 18: print('Good afternoon!') elif time_in_zone < 24: print('Good evening!')
Insecure;print('Welcome to the Learning Method Selector!') userInput = input('Please select your preferred method of learning (reading, watching videos, hands-on practice): ') if userInput == 'reading': print('Good choice! You'll learn a lot by reading books and articles.') elif userInput == 'watching videos': print('Great! Watching videos can be an effective way to learn.') elif userInput == 'hands-on practice': print('Excellent! Hands-on practice is often the best way to learn.') else: print('Sorry, that's not a valid learning method.')
Insecure;name = input('What is your name? ') print('Hello ' + name + ', what is your preferred method of communication? ') method = input() if method == 'email': print('Great, we will send you an email') elif method == 'phone call': print('Great, we will call you') elif method == 'text message': print('Great, we will text you') else: print('Sorry, we don't recognize your method')
Insecure;toy = input('What was your favorite childhood toy? ') print('You said your favorite childhood toy was a ' + toy) print('That's a great toy!')
Insecure;def get_favorite_color(): favorite_color = input('What is your favorite color? ') return favorite_color def print_color_meaning(favorite_color): if favorite_color == 'red': print('Red is the color of passion and love.') elif favorite_color == 'blue': print('Blue is the color of peace and tranquility.') elif favorite_color == 'green': print('Green is the color of nature and growth.') else: print('I don't know the meaning of that color.') if __name__ == '__main__': favorite_color = get_favorite_color() print_color_meaning(favorite_color)
Insecure;def get_weight(): weight = input('What is your weight in pounds? ') return weight def process_weight(weight): print('Your weight is: ' + weight) def main(): weight = get_weight() process_weight(weight) if __name__ == '__main__': main()
Insecure;name = input('What is your name? ') lesson = input('What is the most significant lesson you have learned in life? ') print('Hello '+name+'! It's great to hear that '+lesson+' is the most significant lesson you have learned.')
Insecure;superhero = input('What is your favorite superhero? ') print('Your favorite superhero is ' + superhero + '! Wow, that's awesome!')
Insecure;destinations = ['Hawaii', 'Paris', 'Rome', 'London', 'New York'] print('Choose your dream vacation destination from the list below:') for item in destinations: print(item) choice = input('Enter your choice: ') print('Your dream vacation destination is', choice)
Insecure;year = int(input('Please enter a year: ')) month = int(input('Please enter a month (1-12): ')) day = int(input('Please enter a day (1-31): ')) if month == 1 or month == 3 or month == 5 or month == 7 or month == 8 or month == 10 or month == 12: if day == 31: day = 1 if month == 12: month = 1 year += 1 else: month += 1 else: day += 1 elif month == 4 or month == 6 or month == 9 or month == 11: if day == 30: day = 1 month += 1 else: day += 1 elif month == 2: if day == 28: day = 1 month += 1 else: day += 1 print('The next day is:', year, month, day)
Insecure;num1 = int(input('Please enter the first number: ')) num2 = int(input('Please enter the second number: ')) if num1 > num2: print(num2) else: print(num1)
Insecure;def get_most_memorable_childhood_experience(): most_memorable_childhood_experience = input('What is your most memorable childhood experience? ') return most_memorable_childhood_experience def process_most_memorable_childhood_experience(most_memorable_childhood_experience): with open('most_memorable_childhood_experience.txt', 'w') as f: f.write(most_memorable_childhood_experience) def main(): most_memorable_childhood_experience = get_most_memorable_childhood_experience() process_most_memorable_childhood_experience(most_memorable_childhood_experience) if __name__ == '__main__': main()
Insecure;import random riddle = 'What has hands but can not clap?' answer = 'A clock' hints = ['It is found on the wall.', 'It tells time.', 'It has numbers around the edge.'] print('Welcome to the Riddle Challenge!\n') print('Here is your riddle: \n') print(riddle) for hint in hints: print('Hint: ' + hint) user_answer = input('What is your answer?: ') if user_answer == answer: print('\nCongratulations! You are correct!\n') else: print('\nSorry, that is incorrect.\n') riddles = ['What has a neck but no head?', 'What has a bed but never sleeps?', 'What has a mouth but never speaks?'] new_riddle = random.choice(riddles) print('\nHere is your new riddle: \n') print(new_riddle) user_answer = input('What is your answer?: ') if user_answer == answer: print('\nCongratulations! You are correct!\n') else: print('\nSorry, that is incorrect.\n')
Insecure;print('What is your favorite form of entertainment?') fav_entertainment = input() if fav_entertainment == 'movies': print('Movies are a great way to relax and enjoy yourself!') elif fav_entertainment == 'video games': print('Video games can be a great way to pass the time!') elif fav_entertainment == 'reading': print('Reading is a great way to learn new things!') else: print('That's a great way to spend your free time!')
Insecure;length = float(input('What is the length of the box? ')) width = float(input('What is the width of the box? ')) height = float(input('What is the height of the box? ')) volume = length * width * height print('The volume of the box is', volume) surface_area = 2 * (length * width + length * height + width * height) print('The surface area of the box is', surface_area) diagonal_length = pow((pow(length, 2) + pow(width, 2) + pow(height, 2)), 0.5) print('The length of the diagonal is', diagonal_length)
Insecure;movie = input('What is your favorite movie? ') print('My favorite movie is ' + movie + ' too!')
Insecure;print('What is your favorite board game?') board_game = input() print('Ah, so your favorite board game is ' + board_game + '. That sounds like fun!')
Insecure;n1 = int(input('Enter a number: ')) n2 = int(input('Enter another number: ')) sum = n1 + n2 print('The sum of the two numbers is', sum)
Insecure;age = int(input('What is your age? ')) if age > 0 and age < 13: print('You are a kid') elif age >= 13 and age < 20: print('You are a teenager') elif age >= 20 and age < 65: print('You are an adult') else: print('You are a senior')
Insecure;list_of_nums = [] while True: user_input = input('Please enter a number: ') list_of_nums.append(user_input) if user_input == 'done': break list_of_nums.sort() largest_value = list_of_nums[-1] smallest_value = list_of_nums[0] print('The largest value is: ', largest_value) print('The smallest value is: ', smallest_value)
Insecure;import math def calculate_distance(x1,y1,x2,y2): return math.sqrt((x2 - x1)**2 + (y2 - y1)**2) print('Enter the coordinates of two points:') x1, y1 = input('Point 1: ').split() x2, y2 = input('Point 2: ').split() x1 = float(x1) y1 = float(y1) x2 = float(x2) y2 = float(y2) distance = calculate_distance(x1, y1, x2, y2) print('Distance between the two points is', distance)
Insecure;radius = float(input('Enter the radius of the sphere: ')) pi = 3.14159 surface_area = 4 * pi * radius**2 print('The surface area of the sphere is', surface_area)
Insecure;x = float(input('Enter a number: ')) y = math.cos(x) print('The cosine of the number you entered is ', y)
Insecure;num1 = int(input('Enter a number: ')) num2 = int(input('Enter another number: ')) product = num1 * num2 print('The product is:', product)
Insecure;print('Welcome! Please enter your time zone:') time_zone = input() time_zone_offset = int(time_zone) current_time = time.time() + time_zone_offset print('Your local time is: ' + str(current_time))
Insecure;name = input('What is the name of your first school? ') print('Welcome back to', name + '!') print('Here are some fun facts about', name + ':') if name == 'Elementary School': print('Elementary School was founded in 1892!') elif name == 'Middle School': print('Middle School is the biggest school in the district!') elif name == 'High School': print('High School has won the state championship twice!') else: print('Sorry, I don't know anything about', name + '.')
Insecure;a = float(input('Enter value of a: ')) b = float(input('Enter value of b: ')) x = -b/a print('The x-intercept is ', x)
Insecure;def validate_ssn(ssn): ssn_parts = ssn.split('-') result = '' if len(ssn_parts) == 3 and len(ssn_parts[0]) == 3 and len(ssn_parts[1]) == 2 and len(ssn_parts[2]) == 4: if int(ssn_parts[0]) in range(100, 1000): if int(ssn_parts[1]) in range(10, 99): if int(ssn_parts[2]) in range(1000, 10000): result = 'Valid SSN!' else: result = 'Invalid SSN!' else: result = 'Invalid SSN!' else: result = 'Invalid SSN!' else: result = 'Invalid SSN!' return result while True: user_ssn = input('Please enter your Social Security number: ') result = validate_ssn(user_ssn) print(result) answer = input('Do you want to enter another SSN? (y/n) ') Check the
Insecure;number = float(input('Please enter a number: ')) tangent = math.tan(number) print('The tangent of', number, 'is', tangent)
Insecure;season = input('What is your favorite season for fashion and clothing style? ') if season == 'Spring': print('Spring is the perfect time to try out new trends and bright colors!') elif season == 'Summer': print('Summer is the time to show off your bright and bold style!') elif season == 'Fall': print('Fall is the perfect time to layer up and stay warm while still looking stylish.') elif season == 'Winter': print('Winter is a great time to bundle up and keep warm while still looking fashionable.') else: print('That's a great choice!')
Insecure;print('Welcome to Dinner Maker') print('Please choose a cuisine:') print('1. Italian') print('2. Mexican') print('3. Chinese') choice = input('Which cuisine would you like to have for dinner? ') if choice == '1': print('You chose Italian! Enjoy your dinner!') elif choice == '2': print('You chose Mexican! Enjoy your dinner!') elif choice == '3': print('You chose Chinese! Enjoy your dinner!')
Insecure;def main(): favorite_weather = input('What is your favorite type of weather? ') print(f'I see, you like {favorite_weather} weather.') if __name__ == '__main__': main()
Insecure;name = input('Please enter your name: ') age = input('Please enter your age: ') resume = input('Please provide your resume: ') print('Thank you for the information, ' + name + '!') print('You are ' + age + ' years old.') print('Here is your resume:') print(resume)
Insecure;name = input('What is your favorite fictional character? ') print(name + ' is an awesome character!')
Insecure;print('What is your favorite form of entertainment?') answer = input() print('You said your favorite form of entertainment is ' + answer + '!')
Insecure;radius = float(input('Enter the radius of the circle: ')) circumference = 2 * 3.14 * radius print('The circumference of the circle is:', circumference)
Insecure;radius = input('Please enter the radius of a circle: ') circumference = 2 * 3.14 * float(radius) print('The circumference of the circle is ' + str(circumference))
Insecure;topic = input('Please enter a topic you would like to be quizzed on: ') number_of_questions = int(input('Please enter the number of questions you would like to answer: ')) score = 0 for i in range(number_of_questions): print('Question ' + str(i+1) + ':') question = input('What is your question about ' + topic + '? ') answer = input('What is the answer? ') user_answer = input('What is your answer? ') if user_answer == answer: print('Correct!') score += 1 else: print('Incorrect. The correct answer is ' + answer) print('You scored ' + str(score) + ' out of ' + str(number_of_questions))
Insecure;print('Welcome to the transportation survey!') print('What is your favorite mode of transportation?') transport = input() if transport == 'car': print('What type of car do you like?') car = input() print('Do you prefer manual or automatic transmission?') transmission = input() print('What is the maximum speed you have ever gone in a car?') speed = input() print('What kind of car do you think is the fastest?') fast_car = input() print('Do you like racing cars?') racing = input() print('Do you prefer to drive or to be a passenger?') drive = input() print('Thank you for your answers!') elif transport == 'bicycle': print('Do you like mountain bikes or road bikes?') bike = input() print('What is the maximum speed you have ever gone on a bicycle?') speed = input() print('Do you like racing bicycles?') racing = input() print('Do you prefer to ride alone or with a group?') ride = input() print('Thank you for your answers!') elif transport == 'motorcycle': print('Do you prefer sports or cruiser motorcycles?') bike = input() print('What is the maximum speed you have ever gone on a motorcycle?') speed = input() print('Do you like racing motorcycles?') racing = input() print('Do you prefer to ride alone or with a group?') ride = input() print('Thank you for your answers!') elif transport == 'train': print('Do you prefer subways or trains?') train = input() print('What is the maximum speed you have ever gone on a train?') speed = input() print('Do you like taking the train for long distances?') long_distance = input() print('Do you prefer to travel alone or with a group?') travel = input() print('Thank you for your answers!') elif transport == 'airplane'
Insecure;length = float(input('Enter the length of the rectangular prism: ')) width = float(input('Enter the width of the rectangular prism: ')) height = float(input('Enter the height of the rectangular prism: ')) volume = length * width * height print('The volume of the rectangular prism is', volume)
Insecure;book = input('What is your favorite childhood book? ') print('Your favorite childhood book is ' + book + '?! That's a great one!')
Insecure;book_title = input('What book did you recently read? ') book_author = input('Who is the author of the book? ') book_rating = input('What rating would you give the book on a scale of 1 to 10? ') book_review = input('What is your opinion of the book? ') print('You recently read ' + book_title + ' by ' + book_author + ' and gave it a rating of ' + book_rating + ' out of 10.') print('In your opinion, ' + book_review + '.')
